"IV_set","IV","coefficient","std_error","p_value","first_stage_F","first_stage_p","partial_R2","N"
"early_instruments_late","RV_early_2Y_z",0.112834453111549,0.211752339890036,0.59707833878771,0.283940289316994,0.597078338787712,0.00704847359214989,49
"late_instruments_early","RV_late_2Y_z",0.0624673882646622,0.117230289748332,0.597078338787709,0.28394028931696,0.597078338787733,0.00704847359214907,49
