"variable","tolerance","VIF"
"RateVulnerability_z",0.525803197911639,1.9018522594989
"MktBeta_z",0.266109050000282,3.75785791576401
"SMBBeta_z",0.41173944075368,2.42872045041282
"HMLBeta_z",0.451130575072918,2.2166531271758
"RMWBeta_z",0.166610101697201,6.00203703024807
"CMABeta_z",0.565145698377936,1.76945520928527
"HistVol_z",0.151477344179444,6.60164729859124
"PreMomentum_z",0.369488215862196,2.70644626017778
