"model","variable","coefficient","std_error","t_value","p_value","abs_coefficient"
"standardized_y_and_x","SMBBeta_z",0.598280843119305,0.162428552180457,3.68334775560038,0.000680914356792903,0.598280843119305
"standardized_y_and_x","PreMomentum_z",0.484132041560031,0.171464142699661,2.82351769843824,0.00736873985538914,0.484132041560031
"standardized_y_and_x","HistVol_z",-0.479831549885957,0.267793337139171,-1.79179794020264,0.0807326903908587,0.479831549885957
"standardized_y_and_x","RateVulnerability_z",-0.372376814407658,0.143734822432206,-2.59072094087216,0.0133007817551305,0.372376814407658
"standardized_y_and_x","RMWBeta_z",-0.356996898752189,0.255342404445908,-1.398110507837,0.169784740190633,0.356996898752189
"standardized_y_and_x","HMLBeta_z",0.14540297432683,0.155175258418879,0.937024212547666,0.3543694955544,0.14540297432683
"standardized_y_and_x","MktBeta_z",-0.116388248382343,0.2020429896018,-0.576056851127223,0.567804037563992,0.116388248382343
"standardized_y_and_x","CMABeta_z",0.0121261850442036,0.138641546840248,0.087464294221819,0.930738872065998,0.0121261850442036
