"date","sales","price","mortgage_rate","income","unrate","permit","months_supply","construction_cost","housing_starts","under_construction","log_sales","log_price","log_income","log_permit","log_construction_cost","log_starts","log_under_construction","trend","trend2","month"
2000-11-01,880,174700,7.745,10143.5,3.9,1614,4.2,142.7,1551,970,6.77992190747225,12.0708254961221,9.22458838524138,7.3864708488299,4.96074452448279,7.34665516317654,6.87729607149743,11,121,"11"
2000-12-01,983,162000,7.382,10164.3,3.9,1543,3.6,142.5,1532,969,6.89060912014717,11.9953516142145,9.22663685994307,7.34148385236316,4.95934199970871,7.33432935030054,6.87626461189077,12,144,"12"
2001-01-01,936,171300,7.0325,10211.7,4.2,1699,3.8,142,1600,986,6.84161547647759,12.0511716843122,9.23128940072657,7.43779512167193,4.95582705760126,7.37775890822787,6.89365635460264,13,169,"01"
2001-02-01,963,169100,7.05,10223.4,4.2,1656,3.7,142.4,1625,987,6.87005341179813,12.0382455348867,9.23243448944925,7.4121603349452,4.95863999897788,7.39326309476384,6.89467003943348,14,196,"02"
2001-03-01,939,166300,6.952,10254.4,4.3,1659,3.8,142.4,1590,1001,6.84481547920826,12.021548665181,9.23546216074996,7.41397029019044,4.95863999897788,7.37148929521428,6.90875477931522,15,225,"03"
2001-04-01,909,175200,7.0775,10233.1,4.4,1666,3.9,142.5,1649,1007,6.81234509417748,12.0736834574844,9.23338284334429,7.41818082272679,4.95934199970871,7.4079243225596,6.91473089271856,16,256,"04"
2001-05-01,885,175300,7.145,10214.7,4.3,1665,4,144.2,1605,1015,6.78558764500793,12.0742540709093,9.23158313824483,7.41758040241454,4.97120122485085,7.38087903556412,6.92264389147589,17,289,"05"
2001-06-01,882,179400,7.16,10218.1,4.5,1626,4.2,144.3,1636,1013,6.78219205600679,12.0973732286068,9.23191593649386,7.39387829010776,4.97189446577983,7.40000951716269,6.92067150424868,18,324,"06"
2001-07-01,880,175000,7.1275,10370.7,4.6,1598,4.2,143.4,1670,1017,6.77992190747225,12.0725412529057,9.24673980135619,7.37650812632622,4.96563792816552,7.4205789054108,6.92461239604856,19,361,"07"
2001-08-01,866,173700,6.95,10543.1,4.9,1615,4.4,143.3,1567,1011,6.76388490856244,12.0650849522292,9.2632268964983,7.38709023565676,4.96494033483413,7.35691824235602,6.91869521902047,20,400,"08"
2001-09-01,853,166400,6.8175,10452.8,5,1565,4.4,143,1562,1014,6.74875954749168,12.0221498073692,9.25462516408649,7.35564110297425,4.96284463025991,7.35372233039963,6.92165818415113,21,441,"09"
2001-10-01,871,171300,6.6175,10267.7,5.3,1566,4.3,142.3,1540,1008,6.7696419768525,12.0511716843122,9.2367583245794,7.35627987655075,4.95793750509581,7.33953769540767,6.91572344863131,22,484,"10"
2001-11-01,924,168100,6.658,10279.7,5.5,1651,4.1,142.1,1602,1011,6.82871207164168,12.0323143193967,9.23792635570395,7.40913644392013,4.95653103510305,7.3790081276283,6.91869521902047,23,529,"11"
2001-12-01,979,180200,7.065,10298.9,5.7,1680,3.8,141.7,1568,996,6.88653164253051,12.1018226241564,9.23979237239811,7.4265490723973,4.95371214669663,7.35755620091035,6.9037472575846,24,576,"12"
2002-01-01,880,187100,6.9975,10514.7,5.7,1665,4.2,142,1698,996,6.77992190747225,12.1393985122622,9.26052955705932,7.41758040241454,4.95582705760126,7.43720636687129,6.9037472575846,25,625,"01"
2002-02-01,948,191100,6.8925,10531.6,5.7,1787,4,142.2,1829,1005,6.85435450225502,12.1605521302284,9.26213554040389,7.48829351515943,4.95723451736914,7.51152464839087,6.91274282049318,26,676,"02"
2002-03-01,923,183400,7.014,10539,5.7,1691,4.1,143.2,1642,1013,6.82762923450285,12.1194248388045,9.26283794093394,7.43307534889858,4.96424225452655,7.40367029001237,6.92067150424868,27,729,"03"
2002-04-01,936,187100,6.985,10574.2,5.9,1669,4.3,143.5,1592,1011,6.84161547647759,12.1393985122622,9.26617235093466,7.41997992366183,4.96633503519968,7.37274636640433,6.91869521902047,28,784,"04"
2002-05-01,978,181000,6.806,10616.5,5.8,1716,4,143.8,1764,1019,6.88550967003482,12.106252310248,9.27016467362185,7.44775128004791,4.96842344528695,7.47533923656674,6.92657703322272,29,841,"05"
2002-06-01,957,190600,6.65,10648.2,5.8,1758,4.2,144.3,1717,1023,6.86380339145295,12.1579322702022,9.27314614276857,7.47193207824512,4.97189446577983,7.44833386089748,6.93049476595163,30,900,"06"
2002-07-01,956,175600,6.485,10621,5.8,1738,4.2,144.7,1655,1029,6.8627579130514,12.0759639601832,9.27058845232154,7.46049030582534,4.97466263363744,7.41155628781116,6.93634273583405,31,961,"07"
2002-08-01,1014,178900,6.29,10623,5.7,1695,4,145.1,1633,1013,6.92165818415113,12.0945822694968,9.27077674078001,7.43543801981455,4.97742315989014,7.39817409297047,6.92067150424868,32,1024,"08"
2002-09-01,1044,177500,6.0925,10633.6,5.7,1803,3.9,145.4,1804,1024,6.95081476844258,12.0867258878976,9.27177407816028,7.49720722320332,4.97948856509942,7.49776170062257,6.93147180559945,33,1089,"09"
2002-10-01,1006,189200,6.1125,10661.8,5.7,1799,4,145,1648,1026,6.91373735065968,12.1505599355999,9.27442253900005,7.49498623395053,4.97673374242057,7.40731771046942,6.93342302573071,34,1156,"10"
2002-11-01,1024,181200,6.068,10690.9,5.9,1771,4,144.6,1753,1031,6.93147180559945,12.107356672591,9.2771481913078,7.47929963778283,4.97397130972466,7.46908388492123,6.93828448401696,35,1225,"11"
2002-12-01,1048,197600,6.0475,10719.9,6,1896,4,144.3,1788,1033,6.95463886488099,12.1940000642959,9.27985710622307,7.54750168281497,4.97189446577983,7.48885295573346,6.94022246911964,36,1296,"12"
2003-01-01,999,181700,5.916,10710.4,5.8,1808,4,144.4,1853,1049,6.90675477864855,12.1101122543843,9.27897051101701,7.49997654095212,4.97258722645873,7.52456122628536,6.9555926083963,37,1369,"01"
2003-02-01,936,187000,5.8425,10674,5.9,1854,4.5,145.2,1629,1044,6.84161547647759,12.1388638958367,9.27556615689389,7.5251007461258,4.9781121023907,7.39572160860205,6.95081476844258,38,1444,"02"
2003-03-01,999,185100,5.745,10696.5,5.9,1757,4.1,145.2,1726,1044,6.90675477864855,12.1286514985616,9.27767186413647,7.4713630881871,4.9781121023907,7.45356187164337,6.95081476844258,39,1521,"03"
2003-04-01,1012,189500,5.8125,10752.7,6,1803,4.1,145.9,1643,1043,6.91968384984741,12.1521443035046,9.28291216481041,7.49720722320332,4.98292145552874,7.40427911803727,6.94985645500077,40,1600,"04"
2003-05-01,1078,195500,5.484,10832,6.1,1835,3.9,145.8,1751,1047,6.98286275146894,12.1833156584076,9.29025999515206,7.51479976048867,4.98223581957456,7.46794233228585,6.95368421087054,41,1681,"05"
2003-06-01,1193,187900,5.23,10860.6,6.3,1875,3.5,146.1,1867,1064,7.08422642209792,12.1436651854016,9.29289684058056,7.53636393840451,4.98429131875665,7.53208814354172,6.96979066990159,42,1764,"06"
2003-07-01,1168,190200,5.6325,10991.1,6.2,1885,3.6,147,1897,1078,7.06304816338817,12.1558314290934,9.30484113338071,7.54168309988211,4.99043258677874,7.54802896993501,6.98286275146894,43,1849,"07"
2003-08-01,1206,190500,6.264,11066.7,6.1,1966,3.5,147.2,1833,1102,7.09506437728713,12.1574074735489,9.31169587828013,7.58375630070711,4.99179220629478,7.5137092478397,7.00488198971286,44,1936,"08"
2003-09-01,1131,192000,6.1475,10940.8,6.1,1961,3.8,149,1939,1121,7.03085747611612,12.1652506510099,9.30025419944498,7.58120982619635,5.00394630594546,7.56992765524265,7.02197642307216,45,2025,"09"
2003-10-01,1144,194100,5.952,10982.3,6,2012,3.8,149.6,1967,1135,7.04228617193974,12.1761287691571,9.30404016489422,7.60688453121963,5.00796506554038,7.58426481838906,7.0343879299155,46,2116,"10"
2003-11-01,1093,207100,5.9325,11048.4,5.8,1918,4.1,150.2,2083,1158,6.99668148817654,12.2409570473837,9.3100409000818,7.55903825544338,5.01196773933003,7.64156444126097,7.05444965813294,47,2209,"11"
2003-12-01,1129,196000,5.876,11057.2,5.7,1987,4,149.7,2057,1183,7.02908756414966,12.1858699382127,9.31083707846781,7.59438124255182,5.00863329142558,7.62900388965296,7.07580886397839,48,2304,"12"
2004-01-01,1165,209500,5.7125,11051.2,5.7,1952,3.8,150,1911,1191,7.0604763659998,12.2524790183443,9.31029429833471,7.57660976697304,5.01063529409626,7.55538194424027,7.0825485693553,49,2401,"01"
2004-02-01,1159,219600,5.635,11071,5.6,1966,3.7,153.4,1846,1197,7.05531284333975,12.2995629886175,9.31208435585947,7.58375630070711,5.03304888893316,7.5207764150628,7.08757370555797,50,2500,"02"
2004-03-01,1276,209600,5.445,11115.6,5.8,2066,3.6,156.5,1998,1219,7.15148546390474,12.252956231429,9.31610480604798,7.63336964967958,5.05305600998021,7.5999019592085,7.10578612948127,51,2601,"03"
2004-04-01,1186,222300,5.83,11153.3,5.6,2070,4,160.1,2003,1222,7.07834157955767,12.3117830999523,9.31949069722508,7.63530388625941,5.07579862000267,7.60240133566582,7.10824413973154,52,2704,"04"
2004-05-01,1241,211700,6.27,11208.9,5.6,2150,3.8,162.7,1981,1233,7.12367278520461,12.262925457123,9.32446338457886,7.67322312112171,5.09190801422499,7.59135704669855,7.11720550316434,53,2809,"05"
2004-06-01,1180,215700,6.2875,11215.8,5.6,2020,3.9,162,1828,1229,7.07326971745971,12.2816438323772,9.32507877744634,7.61085279039525,5.08759633523238,7.5109777520141,7.11395610956603,54,2916,"06"
2004-07-01,1088,212400,6.056,11240.5,5.5,2112,4.5,162.2,2002,1247,6.99209642741589,12.2662265683499,9.32727860644406,7.65539064482615,5.08883014168131,7.60190195987517,7.12849594568004,55,3025,"07"
2004-08-01,1175,218100,5.8675,11274.6,5.4,2056,4.3,165.9,2024,1238,7.06902342657826,12.2927089521897,9.33030768702316,7.62851762657506,5.1113851971964,7.61283103040736,7.12125245324454,56,3136,"08"
2004-09-01,1214,211600,5.754,11279.6,5.4,2041,4.1,167.2,1905,1247,7.10167597161944,12.2624529789663,9.33075106343039,7.62119516280984,5.1191907006506,7.5522372875608,7.12849594568004,57,3249,"09"
2004-10-01,1305,229200,5.7225,11282.5,5.5,2097,3.9,165.9,2072,1264,7.17395831975679,12.3423502638227,9.33100813170116,7.64826303090192,5.1113851971964,7.63626960337937,7.1420365747068,58,3364,"10"
2004-11-01,1179,224500,5.73,11246.1,5.4,2079,4.3,165.5,1782,1268,7.07242190053737,12.3216309861644,9.32777668086312,7.63964228785801,5.10897119481712,7.48549160803075,7.14519613499717,59,3481,"11"
2004-12-01,1242,229600,5.752,11659,5.4,2082,4.1,166.3,2042,1280,7.12447826249342,12.3440939434275,9.36383369293329,7.64108424917491,5.11379338619888,7.62168499872461,7.15461535691366,60,3600,"12"
2005-01-01,1203,223100,5.71,11226.5,5.3,2139,4.4,168.6,2144,1302,7.09257371597468,12.3153753804206,9.32603233397226,7.66809370908241,5.12752904556775,7.67042852219069,7.17165682276851,61,3721,"01"
2005-02-01,1319,237300,5.6275,11229,5.4,2114,4.3,170.4,2207,1322,7.18462915271731,12.3770804424239,9.32625499657254,7.65633716643018,5.13814861439522,7.69938940625674,7.18690102041163,62,3844,"02"
