"equation","term","estimate","HC3_se","HC3_p","NeweyWest_lag6_se","NeweyWest_lag6_p"
"demand_2sls","log_price",-0.114267119266831,0.455805453309359,0.802051671967308,0.852136847216315,0.893327612279916
"supply_2sls","log_price",0.00896889485628223,0.14050701955222,0.949103710094808,0.248531855663734,0.971212584531176
