"equation","method","term","estimate","standard_error","statistic","p_value","N"
"supply","2SLS_manual_HC3","(Intercept)",1.20357590065159,0.86923589861138,1.38463667063719,0.167209955701217,300
"supply","2SLS_manual_HC3","log_price",0.0089688948885749,0.140663962617358,0.0637611419562564,0.949203602020243,300
"supply","2SLS_manual_HC3","log_permit",1.03589422649803,0.0258986375301706,39.9980201773649,3.62979544617824e-121,300
"supply","2SLS_manual_HC3","months_supply",0.0167724147942922,0.00519649322081763,3.22764104205897,0.00138876686841749,300
"supply","2SLS_manual_HC3","log_construction_cost",-0.443325871573679,0.15455930267673,-2.86832215140696,0.00442426615478023,300
