"equation","method","term","estimate","standard_error","statistic","p_value","N"
"lagged_IV_demand","2SLS_manual_HC3","(Intercept)",12.9451680657818,2.41135773614286,5.36841459554174,1.62200005738703e-07,297
"lagged_IV_demand","2SLS_manual_HC3","log_price",-0.259242660409807,0.420369148740693,-0.616702394042058,0.537911558700093,297
"lagged_IV_demand","2SLS_manual_HC3","mortgage_rate",0.0336341448467577,0.0157275629934348,2.13854777506202,0.0333019658841194,297
"lagged_IV_demand","2SLS_manual_HC3","log_income",-0.287353904678478,0.750876939163571,-0.382691077180465,0.70222724428118,297
"lagged_IV_demand","2SLS_manual_HC3","unrate",-0.120313724650859,0.0199771413325751,-6.02256962835184,5.15131556210866e-09,297
"lagged_IV_supply","2SLS_manual_HC3","(Intercept)",6.80794548172388,1.39543707290708,4.87871908658773,1.75823792961949e-06,297
"lagged_IV_supply","2SLS_manual_HC3","log_price",-0.904397276809032,0.222762882002718,-4.05991011015021,6.31038239137418e-05,297
"lagged_IV_supply","2SLS_manual_HC3","log_permit",1.13370932122469,0.0300862268261842,37.6820040536959,3.68125507737301e-114,297
"lagged_IV_supply","2SLS_manual_HC3","months_supply",0.00954094717738367,0.0066834741610399,1.42754306330694,0.154491965367732,297
"lagged_IV_supply","2SLS_manual_HC3","log_construction_cost",0.521958449398681,0.244652673406531,2.13346718076267,0.0337198326475351,297
