"method","term","estimate","standard_error","statistic","p_value"
"systemfit_2SLS","demand_(Intercept)",13.0284313713739,1.51178812400689,8.6178950373303,6.81961502256389e-18
"systemfit_2SLS","demand_log_price",-0.114267119450512,0.403113099764061,-0.283461687346284,0.776822946799252
"systemfit_2SLS","demand_mortgage_rate",0.0315932926968983,0.0176423715001556,1.79076223945402,0.0733314571862208
"systemfit_2SLS","demand_log_income",-0.488634013995611,0.613840123437845,-0.796028143711085,0.42601567746488
"systemfit_2SLS","demand_unrate",-0.11588279547367,0.0155169423499848,-7.46814629196477,8.13323958721033e-14
"systemfit_2SLS","supply_(Intercept)",1.20357590173159,0.951761044584091,1.26457781454749,0.206022710080635
"systemfit_2SLS","supply_log_price",0.00896889471401128,0.152967828636474,0.0586325555769358,0.95324477967846
"systemfit_2SLS","supply_log_permit",1.03589422651388,0.0254911767551741,40.63736391862,0
"systemfit_2SLS","supply_months_supply",0.0167724147928622,0.00444404025227449,3.77413656059437,0.000160562795105531
"systemfit_2SLS","supply_log_construction_cost",-0.443325871391317,0.166587173247225,-2.66122452737341,0.00778570200873112
