"model","se_type","term","estimate","std_error","t_value","p_value","conf_low_95","conf_high_95"
"FGLS_variance_auxiliary","const","(Intercept)",0.32206424880029,0.277234247854521,1.16170441167606,0.25148039828147,-0.236314189317333,0.880442686917914
"FGLS_variance_auxiliary","const","RateVulnerability_z",0.0163198747991569,0.294021297262426,0.0555057574097796,0.955981256580804,-0.575869416420239,0.608509166018553
"FGLS_variance_auxiliary","const","HistVol_z",0.00576843784515825,0.284354766904895,0.0202860599382445,0.983904859614625,-0.566951461822414,0.57848833751273
"FGLS_variance_auxiliary","const","PreMomentum_z",0.212559232534167,0.289806658826448,0.733451858542214,0.467086946399508,-0.371141341128416,0.796259806196751
