"model","se_type","term","estimate","std_error","t_value","p_value","conf_low_95","conf_high_95"
"FGLS_White_variance_auxiliary","const","(Intercept)",0.735895596047152,0.474740061664604,1.55010216215342,0.127970425487848,-0.219706584708267,1.69149777680257
"FGLS_White_variance_auxiliary","const","ols_fitted",0.34783417959065,0.283171094157264,1.22835341165675,0.225562140822661,-0.222159669579706,0.917828028761006
"FGLS_White_variance_auxiliary","const","I(ols_fitted^2)",0.0436835196141079,0.0409308754019754,1.06725104667563,0.291427793179103,-0.0387060593424479,0.126073098570664
